Speed;q;p
1127;82.67;1133076
1131;82.54;1133082
1126;82.63;1132311
1128;82.63;1133015
1131;82.50;1132983
1126;82.59;1132113
1129;82.59;1132939
1134;82.47;1133398
1131;82.46;1132622
1129;83.87;1143184
1131;85.52;1157025
1135;86.76;1168140
1132;87.90;1176256
1133;88.74;1183408
1136;89.26;1188664
1134;89.75;1191974
1136;90.04;1194759
1139;90.24;1197680
1136;90.38;1197562
1136;90.50;1198449
1140;90.52;1200019
1140;90.54;1200322
1139;90.60;1200181
1139;90.64;1200727
1141;90.60;1201107
1142;90.61;1201567
1140;90.67;1201072
1144;90.59;1202182
1144;90.57;1202094
1141;90.59;1201067
1143;90.55;1201584
1145;90.50;1202023
1144;90.50;1201387
1144;90.52;1201776
1148;90.42;1202577
1149;90.40;1202679
1146;90.44;1201709
1149;90.37;1202498
1152;90.27;1202832
1147;90.36;1201645
1149;90.31;1201945
1151;90.28;1202585
1149;90.28;1201945
1153;90.24;1202944
1155;90.12;1202994
1153;90.15;1202430
1153;90.15;1202137
1155;90.13;1202844
1158;90.02;1203227
1157;90.00;1202502
1155;90.04;1202224
1160;89.98;1203571
1161;89.94;1203683
1156;89.95;1202017
1158;89.95;1202772
1162;89.85;1203379
1161;89.82;1202634
1159;89.86;1202191
1163;89.80;1203504
1167;89.71;1204216
1165;89.80;1204186
1161;89.81;1202573
1162;89.44;1200069
1164;89.22;1198654
1165;88.98;1197103
1169;88.58;1195308
1169;87.96;1190205
1164;86.40;1175360
1166;83.70;1153200
1170;80.76;1129686
1167;68.03;1027439
1163;47.93;927646
1167;33.99;864205
1168;23.54;809771
1165;17.50;779058
1159;11.62;747156
1147;3.59;701873
1153;0.19;687565
1170;0.00;694614
1157;0.00;688869
1167;0.00;693428
1157;0.00;688591
1165;0.00;692486
1157;0.00;688780
1162;0.00;690845
1156;0.00;688323
1159;0.00;689602
1160;0.00;689969
1153;0.00;686751
1153;0.00;686921
1156;0.00;688265
1155;0.00;687866
1151;0.00;685875
1153;0.00;686742
1154;0.00;687400
1148;0.00;684654
1147;0.00;683947
1149;0.00;685171
1150;0.00;685240
1145;0.00;683308
1147;0.00;684119
1149;0.00;684890
1145;0.00;683311
1144;0.00;682552
1143;0.00;682258
1143;0.00;681970
1140;0.00;680745
1140;0.00;680736
1142;0.00;681911
1139;0.00;680338
1136;0.00;679166
1138;0.00;679863
1139;0.00;680337
1137;0.00;679226
1136;0.00;678701
1134;0.00;678119
1134;0.00;677823
1134;0.00;678175
1132;0.00;677193
1129;0.00;675720
1131;0.00;676602
1129;0.00;675788
1128;0.00;675023
1129;0.00;675895
1131;0.00;676372
1126;0.00;674159
1123;0.00;672610
1128;0.40;677108
1127;4.28;696566
1125;12.88;739535
1138;21.54;788281
1139;30.28;832903
1121;39.84;873614
1127;49.30;914286
1122;55.98;948743
1135;61.82;985781
1117;66.60;1010395
1131;69.68;1031124
1130;72.52;1053059
1122;74.96;1070870
1131;76.38;1084058
1129;77.74;1094499
1126;78.80;1102262
1130;79.40;1107948
1131;79.98;1112777
1130;80.42;1116083
1130;80.82;1119304
1131;81.16;1122179
1134;81.30;1124027
1133;81.58;1125990
1133;81.94;1128967
1134;82.17;1131109
1130;82.46;1132398
1135;82.62;1135206
1140;82.69;1137076
1135;82.91;1137322
1134;83.09;1138577
1139;83.11;1140145
1139;83.17;1140702
1137;83.27;1140798
1137;83.34;1141559
1140;83.38;1142681
1140;83.30;1142073
1141;83.30;1142221
1142;83.34;1142889
1141;83.38;1143059
1143;83.26;1142685
1146;83.07;1141763
1142;82.80;1138589
1141;82.50;1135935
1147;82.13;1134452
1147;81.83;1132248
1143;81.75;1130389
1144;81.66;1129751
1149;81.50;1129997
1148;81.40;1128941
1146;81.42;1128364
1150;81.30;1128595
1152;81.17;1127968
1146;81.25;1127224
1148;81.23;1127561
1153;81.18;1128497
1153;81.42;1130399
1148;81.72;1131551
1153;81.78;1133348
1156;81.88;1135074
1153;82.01;1135192
1153;81.95;1134920
1156;81.22;1129655
1156;80.65;1124927
1153;80.28;1121021
1157;79.98;1119625
1158;79.74;1117897
1155;79.64;1116350
1159;79.42;1115350
1161;79.27;1114559
1157;79.27;1113609
1157;79.24;1113534
1161;79.12;1113573
1162;79.06;1113109
1158;79.09;1112488
1160;79.09;1112967
1163;79.09;1113820
1161;79.22;1114290
1159;79.36;1115074
1162;79.36;1115832
1165;79.49;1117449
1161;79.67;1118093
1162;79.84;1119644
1167;79.86;1121262
1165;79.94;1121256
1162;80.04;1121531
1166;80.11;1123091
1168;80.17;1124195
1165;80.26;1124109
1163;80.40;1124604
1168;80.36;1125600
1169;80.38;1126046
1165;80.43;1125535
1168;80.36;1125666
1169;80.16;1124288
1166;80.18;1123757
1168;80.06;1123110
1168;80.00;1122767
1169;79.94;1122520
1169;79.93;1122288
1169;79.94;1122287
1172;79.84;1122355
1171;79.87;1122364
1168;79.97;1122502
1170;80.02;1123374
1172;80.04;1124020
1172;80.04;1124090
1171;80.08;1124065
1172;80.07;1124233
1173;80.02;1124181
1172;80.06;1124128
1171;80.04;1123888
1173;80.08;1124526
1172;80.09;1124614
1173;79.84;1122650
1172;79.54;1119744
1172;78.74;1113038
1174;77.98;1107002
1175;77.46;1102702
1176;76.80;1097332
1171;75.36;1083958
1169;71.95;1054857
1176;69.36;1035963
1178;67.30;1025516
1172;66.20;1018476
1169;65.12;1012255
1175;63.76;1006333
1175;62.97;1002242
1170;62.28;997340
1171;61.88;995458
1175;61.37;993718
1175;61.00;991883
1171;60.30;986982
1171;59.26;981900
1174;58.68;980183
1174;57.91;976749
1170;57.50;973607
1171;57.37;973548
1174;57.40;974504
1172;57.64;974787
1170;58.01;975847
1171;58.37;977982
1172;58.92;980813
1171;59.54;983228
1170;60.36;987142
1171;61.21;991794
1170;62.12;996321
1170;63.56;1004066
1172;64.48;1009527
1171;65.46;1014440
1169;66.99;1022202
1169;68.02;1027729
1171;68.94;1032960
1171;69.64;1036702
1170;70.34;1041303
1170;71.24;1048892
1170;72.30;1057883
1170;73.60;1069029
1171;74.34;1075332
1169;75.10;1081445
1169;75.74;1086977
1169;76.04;1089491
1170;76.30;1091780
1171;76.34;1092403
1168;76.20;1090459
1169;74.78;1078693
1172;73.24;1066279
1169;71.22;1048627
1167;69.74;1036589
1169;67.32;1023903
1170;64.90;1011169
1167;63.64;1003823
1166;62.69;998588
1169;62.04;995714
1167;61.76;993802
1166;61.85;993843
1166;62.12;995541
1168;62.48;997767
1165;63.12;1000572
1164;63.46;1002168
1166;63.76;1004252
1166;64.98;1010855
1164;66.76;1020075
1164;68.14;1027529
1165;69.20;1033458
1166;69.78;1036668
1163;70.49;1041618
1164;70.85;1044805
1165;71.12;1047223
1164;71.34;1048807
1162;71.48;1049744
1163;71.58;1050697
1163;71.73;1052024
1162;71.98;1053869
1163;72.08;1054895
1162;72.28;1056471
1160;72.92;1061389
1161;73.58;1067056
1162;74.22;1072735
1162;74.53;1075340
1158;74.87;1077432
1161;75.06;1079469
1162;75.18;1080765
1158;75.44;1082120
1157;75.62;1083424
1161;75.72;1084986
1161;75.82;1085809
1159;75.94;1086332
1159;76.00;1086854
1160;75.96;1086841
1160;76.04;1087409
1158;76.05;1087129
1159;76.08;1087583
1158;76.10;1087584
1156;76.20;1088020
1159;76.22;1088786
1159;76.16;1088269
1152;76.42;1088823
1157;76.45;1090334
1160;77.39;1098743
1158;78.28;1105688
1153;78.94;1110095
1153;79.44;1114189
1161;79.48;1116434
1156;79.78;1117790
1154;80.04;1119189
1158;80.02;1120107
1153;80.20;1120240
1153;80.27;1120912
1157;80.26;1121918
1156;80.26;1121630
1152;80.34;1121295
1152;80.42;1121836
1157;80.40;1123031
1157;80.42;1123371
1149;80.62;1122859
1150;80.60;1122777
1154;80.56;1123731
1155;80.60;1124108
1153;80.68;1124220
1153;80.76;1124983
1152;80.89;1125870
1152;80.93;1126125
1153;80.92;1126368
1153;80.95;1126505
1152;80.98;1126448
1155;80.94;1127068
1156;80.88;1126807
1149;81.04;1126238
1149;81.10;1126570
1154;81.01;1127464
1154;80.95;1126690
1147;81.04;1125683
1151;80.96;1126021
1156;80.82;1126378
1150;80.96;1125682
1149;81.00;1125790
1152;81.02;1126914
1153;80.99;1126837
1148;81.06;1126129
1148;81.14;1126886
1155;80.98;1127348
1150;81.00;1126168
1147;81.16;1126494
1156;81.02;1127876
1154;81.06;1127647
1148;81.03;1125721
1148;80.54;1121919
1151;79.85;1117069
1150;79.28;1112082
1148;78.84;1107985
1150;78.34;1104368
1149;77.96;1101007
1148;77.32;1095400
1149;76.74;1090914
1151;76.02;1085385
1149;75.50;1080639
1147;74.97;1076031
1149;73.09;1060970
1149;71.54;1048188
1147;70.26;1037414
1149;69.38;1032068
1150;68.80;1028851
1146;68.32;1025613
1147;67.82;1022945
1148;67.11;1019101
1147;66.65;1016225
1144;66.29;1013674
1146;65.61;1010165
1147;65.04;1007218
1145;64.54;1003996
1148;64.14;1002370
1147;63.90;1000687
1144;63.84;999624
1147;63.84;1000351
1149;64.02;1001828
1141;64.33;1001841
1140;64.58;1003099
1149;64.90;1006711
1149;66.16;1013842
1141;67.46;1019790
1142;68.46;1025689
1143;69.20;1030182
1148;69.46;1032277
1141;69.94;1034007
1142;70.10;1035393
1147;70.32;1037898
1142;70.60;1039420
1145;70.63;1040111
1145;70.63;1040170
1140;70.87;1041283
1144;70.84;1041720
1144;70.84;1041773
1142;70.92;1042099
1140;70.98;1042181
1143;70.96;1042579
1145;70.88;1042204
1140;70.98;1042243
1140;70.96;1042111
1144;70.96;1042608
1142;71.11;1043630
1138;71.25;1044116
1142;71.28;1044948
1146;71.16;1044601
1141;72.90;1057966
1139;73.63;1063528
1147;73.90;1067187
1140;74.36;1069608
1142;74.62;1072208
1142;74.74;1073019
1140;74.98;1074559
1142;75.10;1075984
1143;75.22;1077242
1142;75.57;1079869
1139;75.82;1081193
1139;76.05;1083116
1146;76.00;1084233
1140;76.24;1084979
1138;76.50;1086504
1145;76.51;1088006
1142;76.58;1088053
1140;76.74;1088974
1144;76.70;1089461
1143;76.82;1090139
1141;76.90;1090363
1143;76.90;1090805
1146;76.92;1091607
1144;77.29;1094219
1140;77.89;1098303
1146;77.99;1100383
1143;78.18;1101206
1143;78.40;1103125
1148;78.50;1105018
1146;78.62;1105491
1142;78.74;1105482
1141;78.84;1106130
1145;78.80;1106873
1147;78.80;1107434
1141;78.98;1107394
1145;78.98;1108434
1149;78.88;1108430
1142;79.00;1107720
1144;79.02;1108383
1148;78.92;1108692
1144;78.98;1107990
1145;79.02;1108521
1148;78.96;1109001
1148;78.94;1108758
1144;79.04;1108544
1145;79.02;1108759
1151;78.89;1108979
1146;78.92;1108134
1144;79.02;1108298
1149;78.92;1108734
1149;78.90;1108674
1147;78.92;1108305
1148;78.90;1108381
1150;78.88;1108783
1148;78.92;1108594
1147;78.93;1108388
1151;78.84;1108726
1150;78.83;1108339
1146;78.89;1107918
1149;78.88;1108491
1153;78.80;1108710
1150;78.84;1108465
1149;78.84;1108065
1154;78.76;1108808
1152;78.74;1108110
1148;78.83;1107853
1152;78.78;1108386
1154;78.74;1108670
1152;78.68;1107678
1148;78.84;1107912
1154;78.76;1108772
1156;78.76;1109122
1154;78.98;1110442
1154;79.18;1112101
1153;79.36;1113465
1152;79.56;1114882
1155;79.60;1116011
1156;79.58;1116092
1152;79.70;1116044
1154;79.70;1116614
1158;79.65;1117002
1155;79.71;1116797
1153;79.78;1116887
1157;79.70;1117327
1158;79.66;1117206
1154;79.74;1116892
1156;79.74;1117302
1160;79.66;1117674
1159;79.63;1117099
1154;79.72;1116689
1158;79.69;1117413
1162;79.58;1117596
1157;79.66;1116975
1157;79.68;1117120
1162;79.57;1117425
1160;79.58;1117072
1158;79.63;1117024
1160;79.62;1117297
1162;79.50;1116987
1159;79.60;1116826
1159;79.59;1116812
1162;79.53;1117213
1163;79.51;1117235
1161;79.50;1116732
1161;79.58;1117219
1165;79.46;1117346
1163;79.48;1116973
1162;79.50;1116873
1166;79.43;1117267
1165;79.40;1116815
1162;79.48;1116811
1163;79.40;1116418
1166;79.39;1117089
1166;79.38;1116735
1163;79.42;1116437
1164;79.22;1115061
1168;78.24;1107682
1165;73.80;1069714
1165;67.80;1025858
1170;63.67;1004599
1165;60.17;984520
1164;57.26;970399
1167;55.66;963873
1167;53.70;954868
1164;52.91;949880
1165;52.63;949188
1170;53.30;954182
1164;53.80;954084
1161;54.36;955622
1166;56.49;967621
1170;59.10;981075
1165;61.26;990498
1162;63.14;999889
1168;64.10;1006584
1169;65.38;1013602
1164;66.41;1018160
1165;67.24;1022762
1170;67.92;1027395
1167;68.52;1030074
1164;69.54;1035062
1165;71.24;1048217
1169;72.11;1056155
1166;72.92;1062477
1166;73.66;1068747
1171;73.90;1071718
1168;74.36;1074905
1165;74.70;1077221
1168;74.83;1079017
1171;75.02;1081198
1167;75.24;1082310
1165;75.48;1083796
1171;75.53;1085426
1172;75.56;1085996
1168;75.64;1085885
1169;75.78;1087169
1171;75.96;1089034
1171;76.04;1089735
1170;76.11;1090222
1171;76.16;1090758
1171;76.20;1091211
1170;76.24;1091335
1172;76.24;1091700
1174;76.19;1091787
1171;76.24;1091585
1169;76.38;1092212
1174;76.39;1093395
1175;76.42;1093822
1170;76.65;1094676
1172;76.68;1095520
1176;76.60;1095646
1174;76.63;1095398
1171;76.74;1095702
1174;76.74;1096449
1176;76.68;1096331
1174;76.73;1096246
1173;76.76;1096275
1177;76.66;1096385
1176;76.66;1096143
1171;76.78;1096128
1174;76.74;1096533
1178;76.64;1096542
1175;76.68;1096143
1173;76.74;1096175
1176;76.79;1097368
1179;77.37;1102966
1174;77.85;1105919
1172;78.26;1108791
1177;78.36;1110930
1175;77.75;1105189
1177;77.48;1103388
1181;77.38;1103410
1178;77.48;1103646
1177;77.52;1103824
1170;77.76;1104220
1178;77.72;1105726
1184;77.78;1107558
1176;78.16;1108893
1174;78.46;1111105
1180;78.50;1112934
1182;78.50;1113291
1175;78.68;1113176
1176;78.63;1112988
1181;77.76;1106911
1180;73.26;1067831
1174;67.84;1027649
1174;45.78;924552
1178;32.56;860370
1175;22.48;807474
1171;16.70;777500
1163;11.06;746359
1156;3.69;706566
1166;0.21;693923
1172;0.00;695531
1162;0.00;690984
1172;0.00;695741
1162;0.00;691074
1171;0.00;695238
1163;0.00;691604
1161;0.00;690425
1162;0.00;690940
1164;0.00;691771
1161;0.00;690440
1157;0.00;688618
1158;0.00;689073
1158;0.00;689335
1154;0.00;687164
1154;0.00;687263
1156;0.00;688044
1151;0.00;685890
1148;0.00;684526
1151;0.00;685981
1152;0.00;686359
1147;0.00;683846
1145;0.00;683065
1147;0.00;684010
1146;0.50;685933
1142;2.44;694159
1142;6.52;714393
1151;13.20;751696
1161;22.47;801829
1154;27.27;823063
1133;32.21;840561
1147;36.63;869805
1133;40.66;882768
1147;44.34;905033
1135;47.56;911371
1140;50.68;927125
1140;52.82;938762
1139;54.90;949197
1138;56.54;957435
1136;57.74;963242
1141;58.72;970254
1139;59.91;976010
1135;60.94;980620
1136;61.72;985494
1133;62.40;988783
1134;62.82;991390
1137;63.12;993837
1133;63.42;994842
1131;63.63;995527
1136;63.67;996962
1142;64.16;1001003
1137;64.95;1004662
1131;65.68;1007564
1136;66.12;1011156
1138;66.42;1013198
1135;66.68;1014234
1135;66.80;1015002
1135;67.00;1016105
1132;67.22;1016851
1134;67.30;1017597
1138;67.26;1018138
1132;67.44;1018084
1131;67.50;1018220
1138;67.66;1020466
1137;67.94;1021910
1131;68.26;1022720
1132;68.49;1024257
1138;68.51;1025346
1134;68.60;1025261
1131;68.82;1026039
1136;68.95;1027530
1133;69.14;1028303
1131;69.32;1028989
1135;69.29;1029468
1135;69.35;1029850
1130;69.47;1029780
1135;69.48;1030492
1136;69.44;1030399
1131;69.52;1030259
1132;69.54;1030515
1134;69.50;1030582
1132;69.60;1030799
1133;69.56;1030746
1134;69.50;1030557
1133;69.52;1030485
1128;69.68;1030785
1133;69.56;1030755
1136;69.50;1030879
1129;69.66;1030799
1131;69.62;1030761
1136;69.52;1030958
1130;69.64;1030826
1132;69.64;1030969
1135;69.55;1030905
1131;69.63;1030841
1131;69.67;1031017
1134;69.60;1031111
1134;69.57;1030873
1129;69.68;1030819
1132;69.68;1031284
1136;69.53;1031064
1127;69.70;1030743
1125;69.72;1030565
1138;69.43;1030710
1134;69.54;1030734
1129;69.58;1030281
1132;69.58;1030709
1133;69.60;1030968
1130;69.62;1030653
1130;69.70;1031095
1134;69.64;1031323
1131;69.62;1030823
1128;69.76;1031126
1134;69.62;1031153
1131;69.70;1031221
1128;69.78;1031282
1134;69.66;1031437
1132;69.68;1031357
1127;69.76;1031042
1132;69.72;1031517
1136;69.68;1031791
1132;69.66;1031169
1127;69.70;1030664
1133;69.68;1031408
1134;69.64;1031280
1130;69.30;1028788
1133;67.65;1019424
1129;64.35;999406
1127;60.76;977434
1130;57.45;959765
1132;54.54;944669
1127;52.03;928418
1128;50.02;917397
1131;48.56;913343
1124;47.63;906298
1127;46.95;904826
1130;46.90;906184
1129;48.63;912403
1124;52.48;929326
1126;55.45;947096
1128;57.64;960214
1128;59.35;969702
1125;60.67;976283
1129;61.54;982723
1125;62.36;986420
1125;63.10;990888
1131;63.62;995392
1125;64.23;997666
1123;64.79;1000668
1130;65.04;1003506
1125;65.40;1004758
1122;65.72;1005987
1126;65.83;1007481
1127;65.90;1008164
1124;66.06;1008370
1126;66.07;1009012
1128;66.04;1009039
1122;66.19;1008784
1121;66.32;1009499
1129;66.18;1010074
1126;66.19;1009623
1120;66.34;1009387
1127;66.26;1010269
1128;66.16;1009830
1118;66.36;1009088
1123;66.35;1009900
1128;66.28;1010474
1122;66.40;1010160
1121;66.55;1010798
1126;66.62;1012196
1124;66.75;1012624
1123;66.97;1013640
1126;67.13;1015173
1124;67.36;1016289
1122;67.66;1017636
1125;67.75;1018762
1125;67.86;1019392
1121;68.06;1019967
1125;68.05;1020515
1127;68.03;1020756
1121;68.18;1020664
1123;68.22;1021287
1129;68.06;1021338
1122;68.16;1020713
1119;68.30;1021071
1127;68.18;1021702
1126;68.16;1021368
1120;68.30;1021204
1124;68.26;1021676
1126;68.30;1022162
1123;68.34;1021866
1123;68.32;1021899
1126;68.32;1022380
1123;68.39;1022266
1121;68.44;1022250
1126;68.36;1022607
1124;68.35;1022243
1121;68.47;1022339
1127;68.32;1022406
1126;68.38;1022587
1120;68.46;1022263
1125;68.37;1022487
1127;68.29;1022284
1121;68.43;1022071
1123;68.44;1022512
1127;68.32;1022468
1121;68.41;1022070
1120;68.49;1022318
1126;68.39;1022743
1125;68.38;1022420
1122;68.48;1022578
1125;68.42;1022759
1125;68.39;1022612
1122;68.45;1022371
1124;68.42;1022641
1127;68.32;1022405
1122;68.36;1021948
1123;68.38;1022173
1128;68.27;1022359
1123;68.30;1021740
1120;68.38;1021741
1128;68.24;1022245
1126;68.21;1021718
1120;68.38;1021666
1126;68.30;1022227
1128;68.26;1022259
1121;68.34;1021619
1124;68.32;1021953
1129;68.22;1022200
1123;68.30;1021735
1121;68.28;1021324
1127;68.22;1021945
1125;68.26;1021846
1122;68.28;1021393
1126;68.18;1021435
1126;68.28;1022107
1123;68.32;1021802
1125;68.20;1021491
1126;68.20;1021671
1122;68.38;1022064
1125;68.28;1021840
1129;68.16;1021841
1124;68.34;1022142
1121;68.38;1021928
1128;68.20;1022006
1127;68.28;1022319
1122;68.50;1022815
1128;68.38;1023074
1127;68.52;1023726
1122;68.70;1023901
1128;68.56;1024038
1130;68.52;1024101
1123;68.64;1023784
1124;68.66;1024009
1131;68.58;1024689
1126;68.64;1024226
1123;68.73;1024288
1129;68.66;1024747
1128;68.65;1024612
1124;68.74;1024503
1128;68.66;1024641
1130;68.59;1024604
1125;68.70;1024378
1127;68.68;1024539
1131;68.57;1024602
1126;68.66;1024396
1126;68.68;1024474
1131;68.58;1024663
1128;68.59;1024316
1125;68.69;1024284
1131;68.57;1024639
1131;68.54;1024412
1125;68.66;1024196
1131;68.53;1024344
1131;68.50;1024273
1126;68.62;1024103
1129;68.40;1023288
1132;67.89;1020811
1128;67.41;1017211
1126;66.82;1013435
1131;66.16;1010469
1132;65.74;1008029
1127;65.52;1005744
1129;65.21;1004480
1133;65.02;1004098
1127;65.26;1004225
1129;65.43;1005675
1133;65.54;1007166
1127;65.82;1007685
1128;66.26;1010438
1135;66.58;1013540
1130;66.92;1014667
1127;67.30;1016330
1133;67.40;1018074
1134;67.42;1018282
1127;67.64;1018455
1130;67.70;1019373
1135;67.66;1020007
1129;67.80;1019651
1128;67.84;1019795
1136;67.78;1020780
1133;67.92;1021084
1127;67.96;1020416
1132;67.88;1020736
1135;67.98;1021811
1129;68.00;1020933
1132;67.86;1020510
1136;67.79;1020840
1130;67.83;1020092
1131;67.88;1020515
1136;67.76;1020774
1132;67.92;1020974
1130;68.07;1021572
1136;68.06;1022483
1135;68.08;1022438
1130;68.19;1022125
1134;68.15;1022550
1138;68.29;1024157
1133;68.67;1025528
1132;68.90;1026646
1137;69.06;1028477
1137;69.34;1030006
1133;69.90;1032786
1138;70.12;1034985
1138;70.48;1037820
1133;70.82;1039951
1138;70.98;1041953
1140;71.20;1043934
1136;71.48;1045708
1137;71.56;1046440
1140;71.60;1047248
1138;71.71;1047732
1136;71.78;1048045
1142;71.70;1048301
1141;71.70;1048261
1136;71.88;1048859
1140;71.79;1048766
1144;71.69;1048681
1137;71.78;1048250
1138;71.86;1049073
1145;71.70;1048899
1141;71.74;1048492
1137;71.82;1048600
1143;71.70;1048543
1146;71.61;1048199
1139;71.74;1048116
1141;71.76;1048588
1147;71.60;1048339
1142;71.63;1047845
1138;71.75;1048205
1145;71.63;1048188
1146;71.66;1048680
1140;71.82;1049109
1143;71.82;1049502
1147;71.80;1049956
1143;71.92;1050297
1140;71.94;1050050
1146;71.90;1050753
1146;71.86;1050295
1141;72.05;1051086
1145;72.05;1051638
1147;72.07;1052113
1143;72.23;1052865
1143;72.44;1054525
1147;72.50;1055791
1145;72.62;1056332
1143;72.70;1056606
1146;72.64;1056716
1147;72.76;1057842
1144;72.83;1057908
1147;72.77;1057986
1148;72.72;1057775
1144;72.83;1057869
1146;72.81;1058071
1150;72.74;1058208
1147;72.70;1057399
1144;72.84;1057915
1149;72.66;1057451
1152;72.66;1057821
1146;72.77;1057688
1148;72.86;1058857
1153;72.81;1059366
1149;72.96;1059892
1147;73.08;1060531
1152;73.10;1061474
1151;73.10;1061402
1147;73.24;1061828
1151;73.16;1061825
1154;73.09;1061886
1149;73.19;1061679
1149;73.25;1062286
1155;73.06;1061733
1151;73.22;1062278
1147;73.30;1062343
1152;73.42;1064162
1159;73.38;1065081
1152;73.58;1065369
1148;73.88;1067259
1159;73.83;1068811
1157;73.96;1069479
1151;74.16;1070005
1154;74.26;1071462
1158;74.22;1071957
1155;74.30;1071989
1153;74.38;1072189
1158;74.29;1072593
1158;74.27;1072275
1153;74.39;1072394
1156;74.38;1072884
1161;74.28;1072961
1157;74.34;1072658
1154;74.37;1072429
1160;74.27;1072760
1160;74.11;1071322
1155;72.77;1059374
1157;67.92;1025144
1160;61.86;992525
1156;50.14;932535
1155;32.59;851278
1157;22.96;802839
1153;15.67;765120
1146;10.24;734902
1138;6.30;711550
1146;1.14;689258
1155;0.00;687797
1148;0.00;684757
1151;0.00;685744
1150;0.00;685447
1147;0.00;684145
1149;0.00;685218
1145;0.00;683232
1146;0.00;683570
1144;0.00;682474
1145;0.00;683200
1142;0.10;682270
1140;1.78;689927
1145;8.20;724415
1151;18.20;776673
1156;28.91;832182
1141;36.25;864745
1138;43.58;897299
1135;49.12;917736
1145;54.21;948152
1136;59.04;970189
1147;63.00;995516
1134;65.90;1009464
1140;68.30;1024441
1147;70.40;1038457
1132;73.52;1061415
1138;75.40;1077648
1144;76.86;1090847
1137;78.39;1101502
1138;79.21;1108316
1143;79.71;1113815
1142;80.16;1117275
1138;80.56;1119339
1139;80.84;1121806
1144;80.93;1123981
1140;81.12;1124486
1139;81.28;1125389
1145;81.24;1126733
1141;81.32;1126397
1138;81.42;1126261
1143;81.32;1126837
1145;81.38;1127923
1140;81.42;1126828
1141;81.44;1127209
1145;81.36;1127819
1142;81.42;1127420
1141;81.50;1127733
1144;81.44;1128202
1145;81.47;1128663
1142;81.52;1128263
1145;81.64;1129942
1145;81.66;1130027
1141;81.82;1130348
1144;81.78;1130785
1147;81.77;1131526
1143;81.87;1131208
1143;81.94;1131758
1148;81.82;1132358
1146;81.85;1131957
1142;81.98;1131775
1145;83.10;1141832
1151;85.32;1161822
1143;86.90;1172181
1140;88.74;1186056
1149;89.78;1197854
1147;90.68;1204023
1142;91.58;1208745
1147;91.96;1213577
1148;92.27;1216636
1144;92.60;1217187
1144;92.64;1217831
1149;92.74;1220341
1146;92.78;1219626
1144;92.86;1219165
1149;92.82;1221093
1149;92.88;1221546
1144;92.88;1219547
1146;93.01;1221328
1150;92.95;1222637
1146;92.98;1221224
1145;93.08;1221332
1148;93.10;1223016
1148;93.18;1223283
1146;93.28;1223392
1147;93.24;1223603
1149;93.26;1224585
1147;93.33;1224101
1146;93.35;1223962
1150;93.31;1225230
1149;93.28;1224576
1145;93.35;1223644
1148;93.32;1224687
1152;93.24;1225630
1147;93.30;1223933
1147;93.28;1223633
1150;93.26;1225106
1149;93.28;1224684
1147;93.33;1224113
1151;93.29;1225455
1150;93.28;1225216
1147;93.37;1224491
1150;93.34;1225368
1152;93.26;1225833
1148;93.32;1224401
1148;93.34;1224681
1152;93.26;1225711
1150;93.25;1225006
1146;93.35;1223903
1149;93.31;1224944
1152;93.24;1225606
1148;93.26;1224243
1146;93.36;1223904
1152;93.26;1225645
1150;93.30;1225177
1147;93.36;1224466
1151;93.29;1225510
1151;93.26;1225568
1147;93.34;1224258
1149;93.32;1224863
1152;93.28;1226022
1149;93.26;1224396
1146;93.38;1224021
1151;93.28;1225502
1152;93.24;1225643
1145;93.35;1223578
1148;93.36;1224775
1153;93.24;1226206
1149;93.30;1224728
1146;93.36;1224092
1150;93.34;1225535
1151;93.28;1225618
1146;93.36;1224005
1147;93.32;1224306
1151;93.27;1225582
1148;93.32;1224712
1147;93.36;1224616
1151;93.28;1225711
1150;93.29;1225195
1147;93.30;1223865
1149;93.34;1225049
1152;93.24;1225565
1148;93.32;1224516
1147;93.32;1224259
1151;93.27;1225480
1149;93.24;1224382
1146;93.32;1223777
1150;93.24;1224814
1149;93.27;1224665
1146;93.34;1223699
1147;93.38;1224590
1155;93.26;1226956
1153;93.40;1227333
1143;93.76;1225836
1148;93.87;1228563
1152;93.86;1230599
1148;93.96;1229384
1146;94.03;1229050
1149;94.10;1230869
1150;94.06;1230980
1148;94.12;1230805
1150;94.02;1230979
1149;94.10;1230976
1146;94.19;1230222
1151;94.12;1231846
1153;94.04;1232371
1148;94.12;1230508
1146;94.14;1230096
1153;94.06;1232383
1150;94.04;1231029
1144;94.16;1229297
1149;94.10;1230891
1153;94.05;1232281
1147;94.13;1230202
1145;94.19;1230002
1151;94.10;1232013
1151;94.09;1231824
1146;94.16;1229902
1149;94.08;1230756
1152;94.08;1232115
1149;94.12;1230907
1146;94.17;1230297
1151;94.10;1231661
1150;94.10;1231267
1146;94.16;1230238
1149;94.11;1231061
1152;94.08;1231912
1148;94.12;1230447
1147;94.14;1230561
1151;94.10;1231756
1150;94.16;1231761
1147;94.16;1230608
1150;94.12;1231596
1150;94.10;1231431
1148;94.17;1230971
1149;94.16;1231351
1152;94.04;1231940
1147;94.12;1230131
1147;94.16;1230463
1153;94.04;1232347
1150;94.06;1230949
1145;94.18;1229764
1150;94.11;1231432
1152;94.03;1231843
1148;94.09;1230503
1146;94.16;1230165
1150;94.12;1231514
1151;94.10;1231729
